0	1	731
0	2	1623
0	3	1813
0	5	2286
0	6	2358
0	4	1
4	0	1
0	12	1
12	0	1
0	19	1
19	0	1
0	41	1
41	0	1
0	42	1
42	0	1
0	46	1
46	0	1
0	47	1
47	0	1
0	48	1
48	0	1
0	49	1
49	0	1
0	50	1
50	0	1
0	51	1
51	0	1
0	60	1
60	0	1
0	61	1
61	0	1
0	62	1
62	0	1
0	63	1
63	0	1
0	64	1
64	0	1
0	67	1
67	0	1
0	71	1
71	0	1
0	72	1
72	0	1
0	75	1
75	0	1
0	83	1
83	0	1
0	85	1
85	0	1
0	87	1
87	0	1
0	144	1
144	0	1
0	148	1
148	0	1
0	150	1
150	0	1
0	152	1
152	0	1
0	154	1
154	0	1
0	157	1
157	0	1
0	161	1
161	0	1
0	175	1
175	0	1
0	194	1
194	0	1
0	196	1
196	0	1
0	7	2315
0	8	3494
0	9	3330
0	11	2606
0	10	3024
0	13	2993
0	14	2922
0	15	3024
0	16	3103
0	17	3282
0	18	3325
0	20	3808
0	21	3349
0	22	4009
0	23	4273
0	24	4314
0	25	5651
0	26	6722
0	27	6170
0	28	7383
0	29	8015
0	30	8318
0	31	8382
0	32	5932
0	33	5445
0	34	6198
0	35	6246
0	36	6381
0	37	6194
0	38	6629
0	39	6105
0	40	5759
0	43	6739
0	44	6432
0	45	6739
0	52	7197
0	53	7130
0	54	7130
0	55	7368
0	56	6905
0	57	6905
0	58	7183
0	59	7273
0	65	7727
0	66	7777
0	73	7635
0	68	7654
0	69	7833
0	70	7275
0	73	7635
0	74	7562
0	76	7122
0	77	8244
0	78	9119
0	79	7952
0	80	7970
0	81	8006
0	82	7873
0	84	6981
0	86	7126
0	88	7320
0	89	7858
0	90	7500
0	91	9418
0	92	9433
0	93	9708
0	94	6934
0	95	6647
0	96	6260
0	97	6535
0	98	4526
0	99	5715
0	100	6761
0	101	9602
0	102	6540
0	103	7353
0	104	6400
0	105	8686
0	106	6270
0	107	8166
0	108	7994
0	109	7073
0	110	7917
0	111	7527
0	112	7172
0	113	8540
0	114	8559
0	115	9657
0	116	8744
0	117	9696
0	118	10209
0	119	9338
0	120	10484
0	121	10484
0	122	11674
0	123	12116
0	124	12691
0	125	12686
0	126	11623
0	127	11557
0	128	12582
0	129	11654
0	130	11513
0	131	11041
0	132	10578
0	133	13403
0	134	12375
0	135	12721
0	136	12690
0	137	12989
0	138	12989
0	139	13048
0	140	11858
0	141	13123
0	142	12730
0	143	13287
0	145	14225
0	146	13383
0	147	15205
0	149	6187
0	151	6824
0	153	7377
0	155	7874
0	156	10577
0	158	10233
0	159	8782
0	160	9988
0	162	9355
0	163	9470
0	164	9411
0	165	9598
0	166	9449
0	167	10899
0	168	11457
0	169	11758
0	170	10554
0	171	11017
0	172	11059
0	173	11388
0	174	11715
0	176	11184
0	177	10407
0	178	10774
0	179	10566
0	180	10494
0	181	10540
0	182	11236
0	183	12293
0	184	10445
0	185	12648
0	186	11218
0	187	11046
0	188	11218
0	189	10960
0	190	12106
0	191	12551
0	192	11431
0	193	13000
0	195	13859
0	196	14469
0	198	12451
0	197	14406
0	199	14227
0	200	14454
0	201	13787
0	202	14478
0	203	13347
0	204	14478
0	205	15350
0	206	15572
0	207	15040
0	208	13834
0	209	16337
0	210	15953
0	211	15923
0	212	14497
0	213	14058
0	214	13473
0	215	12479
1	0	731
1	2	2343
1	3	2536
1	5	2979
1	6	3027
1	7	3039
1	8	4087
1	9	3885
1	11	3304
1	10	3591
1	13	3681
1	14	3633
1	15	3724
1	16	3822
1	17	4009
1	18	4054
1	20	4521
1	21	4007
1	22	4578
1	23	4815
1	24	5042
1	25	6374
1	26	7282
1	27	6865
1	28	8035
1	29	8725
1	30	8987
1	31	9041
1	32	5401
1	33	4907
1	34	5645
1	35	5712
1	36	5845
1	37	5687
1	38	6125
1	39	5712
1	40	5419
1	43	6162
1	44	5891
1	45	6162
1	52	6599
1	53	6577
1	54	6577
1	55	6812
1	56	6342
1	57	6342
1	58	6628
1	59	6793
1	65	7284
1	66	7265
1	73	7097
1	68	7134
1	69	7306
1	70	6747
1	73	7097
1	74	7040
1	76	6592
1	77	7738
1	78	8585
1	79	7417
1	80	7380
1	81	7446
1	82	7215
1	84	6331
1	86	6494
1	88	6697
1	89	7245
1	90	6877
1	91	8805
1	92	8818
1	93	9074
1	94	6278
1	95	6009
1	96	5634
1	97	5936
1	98	3876
1	99	5783
1	100	6802
1	101	9505
1	102	6569
1	103	7312
1	104	6426
1	105	8613
1	106	6235
1	107	8028
1	108	7990
1	109	7116
1	110	7820
1	111	7574
1	112	7222
1	113	8498
1	114	8499
1	115	9536
1	116	8665
1	117	9621
1	118	10020
1	119	9106
1	120	10398
1	121	10398
1	122	11405
1	123	11820
1	124	12420
1	125	12416
1	126	11409
1	127	11319
1	128	12188
1	129	11210
1	130	11120
1	131	10600
1	132	10548
1	133	13406
1	134	12286
1	135	12633
1	136	12537
1	137	13011
1	138	13011
1	139	13134
1	140	11933
1	141	13200
